stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Jeffrey M. Ivanson\Documents\sem4\i2p_project\SourceCode\allegro5.cfg r
font     D                ttf.c:243  alloc_glyph_region               [   1.29985] Glyph 67: 15x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.29989] Locking glyph region: 00000000028495e0 32 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.29996] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30013] Glyph 84: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30015] Locking glyph region: 00000000028495e0 48 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.30021] Unlocking page: 00000000028495e0
font     D                ttf.c:446  cache_glyph                      [   1.30024] Glyph 2 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   1.30034] Glyph 41: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30036] Locking glyph region: 00000000028495e0 64 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.30043] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30056] Glyph 79: 16x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30058] Locking glyph region: 00000000028495e0 80 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.30064] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30078] Glyph 71: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30080] Locking glyph region: 00000000028495e0 96 0 12 12
font     D                ttf.c:167  unlock_current_page              [   1.30086] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30099] Glyph 49: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30101] Locking glyph region: 00000000028495e0 108 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.30155] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30175] Glyph 82: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30177] Locking glyph region: 00000000028495e0 124 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.30184] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30194] Glyph 75: 5x11 (8x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30196] Locking glyph region: 00000000028495e0 140 0 8 12
font     D                ttf.c:167  unlock_current_page              [   1.30202] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30218] Glyph 81: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30220] Locking glyph region: 00000000028495e0 148 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.30226] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30238] Glyph 80: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30240] Locking glyph region: 00000000028495e0 164 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.30245] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30261] Glyph 85: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30263] Locking glyph region: 00000000028495e0 180 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.30268] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30282] Glyph 39: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30285] Locking glyph region: 00000000028495e0 196 0 12 12
font     D                ttf.c:167  unlock_current_page              [   1.30299] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.30317] Glyph 90: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.30319] Locking glyph region: 00000000028495e0 208 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.30328] Unlocking page: 00000000028495e0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.30692] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.30697] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.30825] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.30830] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.81397] removed dtor for ttf_font 0000000002825550
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.81460] removed dtor for sample 0000000002825af0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.81607] removed dtor for sample_instance 0000000002841610
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.81611] opening assets/font/pirulen.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   2.81650] Font assets/font/pirulen.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   2.81654]     ascent=24.0, descent=-6.0, height=29.0
dtor     D               dtor.c:196  _al_register_destructor          [   2.81656] added dtor for ttf_font 00000000028362b0, func 00007ff86d124c05
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.81684] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.81686] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.81688] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.81689] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.81691] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.81693] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.81694] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.81696] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.81698] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.81699] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.81702] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.81704] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.81706] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   2.81728] Glyph 45: 22x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.81732] Locking glyph region: 000000000282f060 0 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.81779] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.81799] Glyph 71: 20x19 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.81801] Locking glyph region: 000000000282f060 24 0 20 20
font     D                ttf.c:167  unlock_current_page              [   2.81809] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.81821] Glyph 91: 27x19 (28x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.81823] Locking glyph region: 000000000282f060 44 0 28 20
font     D                ttf.c:167  unlock_current_page              [   2.81830] Unlocking page: 000000000282f060
font     D                ttf.c:446  cache_glyph                      [   2.81833] Glyph 2 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   2.81845] Glyph 36: 22x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.81848] Locking glyph region: 000000000282f060 72 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.81856] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.81866] Glyph 75: 6x19 (8x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.81867] Locking glyph region: 000000000282f060 96 0 8 20
font     D                ttf.c:167  unlock_current_page              [   2.81873] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.81885] Glyph 80: 25x19 (28x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.81887] Locking glyph region: 000000000282f060 104 0 28 20
font     D                ttf.c:167  unlock_current_page              [   2.81893] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.81906] Glyph 70: 25x19 (28x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.81908] Locking glyph region: 000000000282f060 132 0 28 20
font     D                ttf.c:167  unlock_current_page              [   2.81914] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.81929] Glyph 73: 22x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.81931] Locking glyph region: 000000000282f060 160 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.81937] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.81954] Glyph 85: 23x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.81956] Locking glyph region: 000000000282f060 184 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.81961] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.81977] Glyph 52: 23x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.81979] Locking glyph region: 000000000282f060 208 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.81987] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.82007] Glyph 81: 25x19 (28x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.82010] Locking glyph region: 000000000282f060 232 0 28 20
font     D                ttf.c:167  unlock_current_page              [   2.82018] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.82030] Glyph 78: 20x19 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.82032] Locking glyph region: 000000000282f060 260 0 20 20
font     D                ttf.c:167  unlock_current_page              [   2.82038] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.82052] Glyph 87: 24x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.82054] Locking glyph region: 000000000282f060 280 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.82060] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.82071] Glyph 86: 24x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.82073] Locking glyph region: 000000000282f060 304 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.82079] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.82096] Glyph 84: 23x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.82098] Locking glyph region: 000000000282f060 328 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.82104] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.82118] Glyph 74: 23x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.82120] Locking glyph region: 000000000282f060 352 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.82126] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.82139] Glyph 67: 27x19 (28x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.82141] Locking glyph region: 000000000282f060 376 0 28 20
font     D                ttf.c:167  unlock_current_page              [   2.82148] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.82160] Glyph 69: 22x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.82162] Locking glyph region: 000000000282f060 404 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.82167] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.82181] Glyph 77: 22x19 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.82183] Locking glyph region: 000000000282f060 428 0 24 20
font     D                ttf.c:167  unlock_current_page              [   2.82189] Unlocking page: 000000000282f060
font     D                ttf.c:243  alloc_glyph_region               [   2.82199] Glyph 47: 29x19 (32x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.82200] Locking glyph region: 000000000282f060 452 0 32 20
font     D                ttf.c:167  unlock_current_page              [   2.82206] Unlocking page: 000000000282f060
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.82260] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.82265] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.83056] removed dtor for ttf_font 00000000028362b0
